id,text,question_type,difficulty_score,topics,text_length,num_options
58,"Now suppose both teams can also pick a goalie. The new matrix payoff is as followed: Po Montreal |__| Forward | Defenseman| Goalie _| (50,40) (75,60) (75,50) T oronte (60,60) | (40,50) | (60,50) (70,60) | (70,60) | (30,30) d. (2pts) Does Toronto have any dominated strategy? e. (2pts) Does Montreal have any dominated strategy? f. (3pts) If they exist find all Pure Strategy Nash equilibrium or explain why there are none.",multiple_choice,0.012658227848101266,,422,0.0
64,"5- (11pts) Consider a setting where Ludo and Alina are the only two people consuming coffee. Ludo has an inverse demand curve of P=15-3Q, while Alina has an inverse demand curve of P=20-4Qa. a. (3pts) Derive the market demand curve for Q™ as a function of P, where Q™ is the total demand from all consumers. b. (4pts) For what values of Q™ will only one person consume coffee? Will it be Ludo or Alina?",multiple_choice,0.06962025316455696,,402,0.0
68,"6- (18pts) Let's think of the gasoline car industry. Let the market supply curve be given by Q;=300+100P, and the market demand curve by Qg=50,000-150Pu. a. (4pts) Solve for the equilibrium market price and quantity. b. (4pts) What is the consumer and producer surplus in the market equilibrium?",multiple_choice,0.11392405063291139,,295,0.0
69,"c. (7pts) Suppose the government impose a quota of 10,000 cars. What will be the price charged to consumers? What are the new consumer and producer surplus and what is the dead weight loss? Compare your answers with part (b). d. (3pts) What is the minimum quantity for a quota that will make a quota not binding?",multiple_choice,0.04430379746835443,,312,0.0
1,"1. Assume the firm uses a Cobb-Douglas technology. ""In the long-run, an increase in the wage rate will increase the cost of producing a given level of output because the firm uses less capital and more labour."" Explain and illustrate whether this statement is true, false or uncertain.",essay,,,285,
2,"2. The short-run total cost of a perfectly competitive firm is given by STC(q)=1200+10q+4q?, where q is the firm's output. Derive the short-run supply function of the firm. Assume there are 1000 identical firms in the industry. Derive the market supply function. pages",other,,,268,
3,3. The demand for a good is given by Q =2000-5P and the supply of the good is given by QS =15P - 200. Determine how a 20% tax on the good is shared between producers and consumers.,numerical,,,180,
4,"4. A firm produces output, Q, using capital, K, and labour, L, according to the production function Q = 4L + 8K. The firm faces a wage rate of $20 per unit and a rental rate on capital of $60 per unit and wishes to produce 1400 units of output. Determine the cost-minimizing bundle of inputs and the cost of producing 1400 units of output. pages",other,,,345,
5,"5. Consider a monopolist with a cost function given by C=1000+30Q and facing an inverse demand given by P=7500-10Q. Determine the profit maximizing values of price and market output. Section B: Five problems, each worth 15 marks, for a total of 75 marks. Each part of each question is worth five marks.",other,1.0,,302,
1,"1. A perfectly competitive firm has a production function given by Q=LK?, where Q is output, L is labour and K is capital. Input prices are given by w . (wage) and r (rental rate on capital). a) Derive the conditional input demand functions of the firm. pages b) Derive the long-run total cost function for the firm. c) In the short run the amount of capital is fixed at 4 units. Derive the short run demand for labour, the short run total cost function and the short run inverse supply function (ignore shutdown conditions). Roughly sketch this supply function. pages",other,,,568,
2,"2. The long-run cost function of a firm in a perfectly competitive market (made up of many identical firms) is given by C(q)=400q-4q?+.2q°, where q is firm output. Market demand is given by Q°=15,000-5P, where Q is market output and P is price. a) Solve for the long-run equilibrium values of price, output per firm, the number of firms and market output. b) A manufacturing industry consists of many identical firms. Each firm has a U-shaped average cost curve where the minimum of average cost occurs at an output of 5 million units and where the value of minimum average cost is $8/unit. Market demand for the good is given by Q>=8000-10P, where demand is measured in millions of units and P is market price. Determine the long run equilibrium price, output per firm, market output, and the number of firms in the long-run equilibrium. pages c) In the short-run, the supply curve of a perfectly competitive industry is the horizontal summation of the individual firm supply curves. Why is the long-run supply curve of the industry not merely the horizontal summation of the individual firm supply curves?",multiple_choice,,,1107,0.0
3,"3. Consider a duopoly that faces a market demand given by P=20,000-10Q, where P is product price and Q is market output. The two firms in the market have cost structures as follows: firm 1 has costs given by Ci= 4000qi, while firm two has costs given by C2=400qo, where subscripts indicate the respective firms. The output in the market is equal to the sum of the firm outputs. a) Solve for the Cournot equilibrium values of price, market output and firm outputs. pages b) Suppose firm 2 chooses its output level first and firm 1 follows. Solve for the Stackelberg equilibrium values of price, market output and firm outputs. c) Assume inverse market demand is given by P=70-2Q, where Q is market output. Each firm in the market has a constant marginal cost equal to $10 per unit (fixed costs are zero). Compare the market price and output level in a perfectly competitive market structure with the market price and output levels that would occur in a Cournot duopoly. Show the two outcomes on an appropriately drawn inverse demand curve. pages",essay,,,1044,
4,"4. The market for tons of gravel is characterized by a demand function of the form Q°=30,000-200P and a supply function of the form Q*= 300P - 20,000, where P is the price per ton. a) Determine the equilibrium values of the price per ton and the number of tons transacted. Calculate the elasticities of supply and demand at the equilibrium. b) The government levies a tax on gravel at the rate of $50 per ton. Explain how the tax is shared between producers and consumers and how the quantity of gravel is affected by the tax. Explain how the elasticities calculated in part a) relate to the shared tax burden. pages c) Return to the situation in part a) and explain how a production quota in the amount of 9000 tons will affect the market price and quantity of gravel. Explain how consumers and producers are differentially affected by the tax versus the quota.",essay,,,862,
5,"5. Consider the payoff matrix below, which shows two players each with three strategies. Player 2 A2 B2 C2 Al. [24,15 17, 21 20, 20 Player 1 Bl 19, 21 18, 20 21, 22 C1. [22,14 21,19 17, 18 pages a) Find all Nash equilibria in pure strategies for this simultaneous choice, oneplay game. Explain your reasoning. b) Draw the game in extended form and solve assuming sequential choice, with player 2 choosing first. pages © c) Professor X announces that he will auction off $20 in a competition between two students. Each student has two loonies (one dollar coins) to use in the bidding and may offer a bid of $2, $1, or $0. The bids are written on a piece of paper and privately submitted at the same time to Professor X. The highest bid wins the $20. In the event of a tie, the students split the $20 evenly. The catch is that each student must pay the amount of his or her bid to Professor X regardless of who wins the auction. Create a 3x3 payoff matrix that describes the game. The payoffs should represent any winnings minus the bid amount (a payoff can be negative if a student makes a positive bid but loses the auction to a higher bid). Solve the game for all Nash equilibria.",multiple_choice,,,1181,0.0
2,2. A firm produces output with a production function of the form Q=10L+30K. The wage rate is $20/hour and the rental rate is $50/hour. The firm produces 900 units of output. Determine the firm's cost minimizing bundle of inputs and cost of production. pages,other,,,257,
3,"3. Consider the perfect complements production function Q=Min {2L; 200K}. The firm wishes to produce 2,000 units of output. Find the cost minimizing bundle of inputs for the firm. 4, Inverse market demand is given by P=18,000-40Q. A monopolist has a cost function given by C=1,000+10Q. Determine the profit maximizing level of output and price. Explain how a 10% tax affects the levels of price and output and how the tax is shared between consumers and producers. pages",essay,,,470,
5,"5. A firm has chosen the amounts of labour and capital that minimize the cost of producing their current output level. If the wage paid by the firm decreases, the firm will always respond by increasing the amount of labour it uses for that given output level. True, false or uncertain. Explain. [Hint: think about its different technological options] Section B: Five problems, each worth 15 marks, for a total of 75 marks, Each part of each question is worth five marks. 1, A perfectly competitive firm has a production function given by Q=L!2K2, where Q is output, L is labour and K is capital. Input prices are given by w (wage) and r (rental rate on capital). a) Derive the conditional input demand functions of the firm. pages b) Derive the long-run total cost function for the firm. c) In the short run the amount of capital is fixed at 10 units, Derive the short run production function, the short run demand for labour, the short run total cost function and the short run supply function (ignore shutdown conditions). pages",essay,1.0,,1030,
2,"2. The long-run cost function of a firm in a perfectly competitive market (made up of many identical firms) is given by C(q)=800q-20q?+.5q?, where q is firm output. Market demand is given by Q?=40,000-10P, where Q is market output and P is price. a) Solve for the long-run equilibrium values of price, output per firm, the number of firms and market output. b) Assume market demand increases to Q?=60,000-10P. Determine how this alters the equilibrium values from part a). pages c) Assume that a firm's long run average cost curve reaches its minimum at an output of 100 units and that the value of long run average cost at this level is 10. Market demand is given by Q°=100,000-20P. Determine the long run equilibrium values of firm output, market output, market price and number of firms.",essay,,,790,
3,"3. Consider a duopoly that faces a market demand given by P=50,000-5Q, where P is product price and Q is market output. The two firms in the market have cost structures as follows: firm 1 has costs given by C= 2,000q1, while firm two has costs given by C2=1,000q2, where subscripts indicate the respective firms. The output in the market is equal to the sum of the firm outputs. a) Solve for the Cournot equilibrium values of price, market output and firm outputs. pages b) Suppose firm 2 chooses its output level first and firm 1 follows. Solve for the Stackelberg equilibrium values of price, market output and firm outputs. c) Assume firm one is a monopolist facing the market demand function given in the introduction to the question. Determine the level of price and quantity in the market. pages",other,,,801,
4,"4. A perfectly competitive market is characterized by a demand function of the form QP=8,000-2P and a supply function of the form QS=3,000, where P is the price. a) Determine the equilibrium values of the price quantity. Calculate the elasticities of supply and demand at the equilibrium. b) The government levies a tax at the rate of $200 per unit on the good. Explain how the tax is shared between producers and consumers and how the quantity is affected by the tax. pages c) Assume the government had offered a $200 per unit subsidy instead of the tax. How would this be shared between producers and consumers?",multiple_choice,,,613,0.0
5,"5. Consider the payoff matrix below, which shows two players each with three strategies. The payoffs are given in the matrix Player 2 A2 B2 C2 Player 1 Al 14, 16 BI 17, 12 11,11 16, 16 Cl 15, 15 14, 17 12, 14 pages a) Find all Nash equilibria in pure strategies for this simultaneous choice, oneplay game. Explain your reasoning. b) Draw the game in extended form and solve assuming sequential choice, with player 1 choosing first. pages c) Change the original payoff matrix such that there are no Nash equilibria. Explain why there are no Nash equilibria.",multiple_choice,,,556,0.0
1,"1. The short-run total cost of a perfectly competitive firm is given by STC(q)=2000+q+4q', where g is the firm's output. Derive the short-run supply function of the firm. Assume there are 1000 identical firms in the industry. Derive the market supply function.",other,,,260,
2,"2. Assume there are 1000 identical firms, each with a short run supply function given by q=P-4. Market demand is given by Q°=8000-200P. Solve for the equilibrium price and quantity in the market and individual firm output. pages",other,,,228,
3,"3. Consider the perfect complements production function Q=Min {aL; bK}. In the short run the level of capital is fixed at K°. Given a wage rate, w, and a rental rate, r, derive the firm's short run demand for labour and its short run total cost function.",other,,,254,
4,"4. A firm produces output, Q, using labour, L, and capital, K, according to the production function Q=L'°K. What proportion of total costs will be spent on each factor of production? Explain. pages",essay,,,197,
5,"5. A firm has chosen the amounts of labour and capital that minimize the cost of producing their current output level. If the wage paid by the firm increases, the firm will always respond by reducing the amount of labour it uses for that given output level. True, false or uncertain. Explain. [Hint: think about its different technological options] Section B: Five problems, each worth 15 marks, for a total of 75 marks. Each part of each question is worth five marks.",essay,1.0,,468,
1,"1. A perfectly competitive firm has a production function given by Q=5L!'7K!, where Q is output, L is labour and K is capital. Input prices are given by w (wage) and r (rental rate on capital). a) Derive the conditional input demand functions of the firm. pages b) Derive the long-run total cost function for the firm. c) How does the production function Q=10L'""K!"" differ from the one given in the introduction to the question? Explain. pages",essay,,,443,
2,"2. The long-run cost function of a firm in a perfectly competitive market (made up of many identical firms) is given by C(q)=2000q-20q?+.2q3, where q is firm output. Market demand is given by Q?=25,000-5P, where Q is market output and P is price. a) Solve for the long-run equilibrium values of price, output per firm, the number of firms and market output. b) In the short run, a firm has a short run cost function given by C5=400+8q+2q'. Derive the short run supply function of the firm, including shutdown conditions. pages c) Does the production function Q=LK display economies of scale in its long run average cost function? Explain.",essay,,,638,
4,"4. A perfectly competitive market is characterized by a demand function of the form Q=18,000-300P and a supply function of the form QS= 400P - 3,000, where P is the price. a) Determine the equilibrium values of the price quantity. Calculate the elasticities of supply and demand at the equilibrium. b) The government levies a tax at the rate of 10% on the good. Explain how the tax is shared between producers and consumers and how the quantity is affected by the tax. pages c) Return to the situation in part a) and explain how a production quota in the amount of 7500 units will affect the market price and quantity. Have producer revenues increased as a result of the quota? Explain with reference to the elasticities calculated in part a).",multiple_choice,,,743,0.0
5,"5. Consider the payoff matrix below, which shows two players each with three strategies. The game is structured such that $10 is divided between the two players according to the payoff matrix entries. Player 2 Rock Paper _-_ Scissors Rock |.595 0,10 10.0 Player 1 Paper 5,5 0,10 Scissors 10.0 pages a) Find all Nash equilibria in pure strategies for this simultaneous choice, oneplay game. Explain your reasoning. b) Draw the game in extended form and solve assuming sequential choice, with player 1 choosing first. Why is there no first mover advantage in this sequential game? pages c) Professor X announces that he will auction off $20 in a competition between two students. Bidding is sequential and proceeds in one dollar increments or any multiple of one dollar increments. The highest bidder wins the $20 in exchange for the winning bid amount. The catch is that the loser of the bidding also must pay the amount of his or her bid to Professor X. Use backward induction to demonstrate why the game is likely to be a losing proposition for both players.",essay,,,1059,
1,"1. (10pts total) Jill has a quasi-linear utility function of the form U(x,y) = /2 + 5y. Let I denote her total income and P, and Py denote the prices of good a and good y. (a) (Spts) Derive Jill's demand curve for # as a function of the prices, P, and Py. Verify that the demand for x is independent of the level of income at an interior optimum. (b) (5pts) Derive her demand curve for y. What happens to the demand for y as Py increases? Is y a normal good?",multiple_choice,0.1111111111111111,,458,0.0
2,"2. (10pts total) Consider a simplified world in which Jarone and Ralph are the only people that consume oatmeal cookies. Assume their respective inverse demand curves for oatmeal cookies are P = 12-4Q, and P = 30-5Qpr. (a) (Spts) Derive the market demand curve for Q'"" as a function of P, where Q™ is the total demand from all consumers. (b) (2pts) For what values of Q' will only one person consumer oatmeal cookies? Will it be Jarone or Ralph? (c) (Spts) Draw a graph of the market demand curve with Q' on the horizontal axis, and P on the vertical axis. Label both of the intercepts and the kink point in the demand curve. Queen's Economics Department. Econ 212 - Summer 2019",multiple_choice,0.044444444444444446,,678,0.0
3,"3. (15pts total) Suppose the market supply curve is given by Q, = 40 + 30P, and the market demand curve is given by Qyg = 400 - 15Py. {a) (3pts) Solve for the equilibrium market price and quantity. (b) (4pts} What is the consumer surplus in the market. equilibrium? (c) (4pts) Now suppose the government. imposes a price ceiling of $10. What amount is traded in the market (assume the government does not purchase excess supply)? Now what is the consumer surplus? (d) (4pts) Draw a clearly labeled graph with the market supply and demand functions, and the price ceiling. Label the areas for the consumer surplus, the producer surplus and the dead weight loss with the price ceiling. 4, (5pts total) Jeremy Lin has preferences over consumption (c) and leisure (1) given by: ule, l) = 2/3 Derive his marginal utility of consumption and his marginal utility of leisure.",multiple_choice,0.06666666666666667,,867,0.0
5,"5. (15pts total) Suppose you have 120 hours per week to divide between work (L) and leisure (R). Your preferences over consumption and leisure are u(C,5R) = min{C, R}, and your wage is $25 per hour. The price of C is $1. (a) (§ marks) Draw and properly label a graph of your budget constraint with # on the horizontal axis and C on the vertical axis. (b) (§ marks) Solve for your optimal bundle of C and R. (c) (6 marks) Now suppose the government introduces universal basic income and gives everyone $500 no matter how much you work. Solve for your new optimal bundle of C and FR. under the new policy.",multiple_choice,0.13333333333333333,,603,0.0
6,"6. (10pts) Andrea operates a landscaping company and uses labour (L) and capital (4°) to build fences (Q). Her production function is: Q=LiKt Solve for both of her input demands, and her cost all as functions of Q, w (the cost of labour), and r (the cost of capital).",other,0.2222222222222222,,267,
7,7. (10pts total) Consider two lotteries A and,multiple_choice,0.08888888888888889,,398,2.0
8,"8. (15pts total) Consider a duopoly that faces a market demand given by P = A - 2Q, where P is product price, Q is market output, and A is a parameter in the demand function. Firm 1's costs are given by Cy = 6q1, while firm 2's costs given by Cy = 8q2, where subscripts indicate the respective firms. The total output in the market is equal to the sum of the firm outputs. (a) (5 marks) Solve for the Cournot equilibrium values of price, market output and firm outputs. (b) (5 marks) Suppose firm 1 chooses its output level first: and firm 2 follows. Solve for the Stackelberg equilibrium values of price, market output, and firm outputs. (c) (5 marks) Now suppose that the two firms merge and become a monopolist in the market. The new firm decides to produce using only the factory of firm 2. Solve for the equilibrium values of price and output. Was the decision to use firm 2's factory profit maximizing?",multiple_choice,0.1111111111111111,,908,0.0
9,"9. (10pts total) Suppose two firms (firm 1 and firm 2) compete in a market for breakfast cereal; there are no other firms in the market. For simplicity assume they can each set either a high price or a low price, and let their profit conditional on their price and their opponents price be given in the following game: Firm 2 High price Low price Firm 1 High price (50, 50) (10, 60) Low price | (40+ 2,40--)] (20,20) |. Assume that x > 0 when answering the following. (a) (Spts) For what values of x do both firms have a dominant strategy? What is the Nash equilibrium (or equilibria) in these cases? (b) (Spts) For what valucs of x does only one firm have a dominant strategy? What is the Nash equilibrium (or equilibria) in these cases? : 3 7 "" ; ' "" = » 7 s gy a : - , f + 7 = <6 - ' F - . .",multiple_choice,0.2222222222222222,,794,0.0
1,"1. Francisco has a quasi-linear utility function of the form U(x,y) =2Vx+4y, Let I denote his total income and Px and Py denote the prices of good x and good y. a. Derive Francisco's demand curve for x as a function of the prices, P» and Py. Verify that the demand for x is independent of the level of income at an interior optimum. b. Derive his demand curve for y. What happens to the demand for y as Px increases? Is y a normal good?",multiple_choice,,,436,0.0
2,"2. Suppose that Justin and David are the only people in the world who drink strawberry milk. Moreover, their inverse demand curves for strawberry milk are, respectively, P = 15 - 4Q, and P = 30 - 2Qp, and, of course, neither one can consume a negative amount. Write down the market demand curve for strawberry milk, as a function of all possible prices.",other,,,353,
3,"3. In a perfectly competitive market, the market supply curve is given by Q° = 43P° and the market demand curve is given by Q¢ = 300 - 7P%. a. Find the equilibrium market price and quantity demanded and supplied in the absence of price controls. b. Suppose a price ceiling of $4 per unit is imposed. What is the quantity supplied with a price ceiling of this magnitude? What is the size of the shortage created by the price ceiling? c. Find the consumer surplus and producer surplus in the absence of a price ceiling. What is the net economic benefit in the absence of the price ceiling? d. Find the consumer surplus and producer surplus under the price ceiling. Assume that rationing of the scarce good is as efficient as possible. What is the net economic benefit in this case? Does the price ceiling result in a deadweight loss? If so, how much is it? 4, Fora firm with production function Y = 40(KL)* where « € (0,1), solve for the input demand function for labour. The output price is p, and input prices for labour and capital are a. and wx, respectively.",multiple_choice,,,1061,0.0
5,"5. Aubrey produces hit singles, H, using labour, L, and capital, K, according to the production function H = L?9K. In the short run, Aubrey uses 3 units of capital equipment at a cost of $1,000 per unit. The next best use of Aubrey's time is making inspirational memes for which he could earn $35 per hour. Write Aubrey's short run production function and derive his short-run total cost function. 6, Jane's utility function over leisure (L) and other goods (¥) is U(L,Y) =2Y + LY. She purchases other goods at a price of $1, out of the income she earns from working at the hourly wage rate, w. Does Jane's optimal number leisure hours depend on the wage rate? What is the optimal number of hours she would like to have for Icisure.",other,,,732,
7,"7. Maria has a utility function given by U= 2/+10VJ where J denotes her income. She is considering two job opportunities. The first, working at an accounting firm, pays a guaranteed salary of $40,000. The other, delivering meals for EWBAR Eats, pays a base salary of $10,000, but offers the possibility of a $60,000 bonus on top of the base salary. Maria is an optimist, she believes that there is a 0.50 probability that she wil! earn the bonus. a. What is the expected salary under each offer? b. Which offer gives her the higher expected utility? c. Based on the above answers, how would you describe Maria's risk preferences?",multiple_choice,,,629,0.0
8,"8. Consider a duopoly that faces a market demand given by P=20,000-20Q, where P is product price and Q is market output. Firm 1's costs are given by C1=500q1, while firm 2's costs given by C2=800q2, where subscripts indicate the respective firms. The output in the market is equal to the sum of the firm outputs. a. Solve for the Cournot equilibrium values of price, market output and firm outputs. b. Suppose firm | chooses its output level first and firm 2 follows. Solve for the Stackelberg equilibrium values of price, market output, and firm outputs. c. Suppose instead that firm 2 is the first mover. Solve for the Stackelberg equilibrium values of price, market output, and firm outputs. d. Now suppose that the two firms merge and become a monopolist in the market. The new firm decides to produce using only the factory of firm 2. Solve for the equilibrium values of price and output. Was the decision to use firm 2's factory profit maximizing?",multiple_choice,,,953,0.0
9,9. A firm has the cost function C= 800 + 0.4Q + 0.2Q?. Find its long run supply curve and its Jong run shut down price.,numerical,,,119,
10,"10. A troll's production function of fake-news is Q = min(2K , 4L), where Q is the number of units of output (articles) produced using K units of capital and L units of labor. The factor prices are w = 4 (for labor) and r= 1 (for capital). On an optimal choice diagram with L on the horizontal axis and K on the vertical axis, draw the isoquant for Q = 10, indicate the optimal choices of K and L on that isoquant, and calculate the total cost.",other,,,444,
11,"11. Consider the game illustrated below: Laurel Bl B2 nal Gy ae * This pop culture reference will probably be a relic by the time you are writing this exam a. Solve for all the Nash equilibria in pure strategies. Explain your reasoning. b. If the game was played sequentially, with Yanny going first, find the outcome. Explain your reasoning. c. Now, suppose Yanny and Laurel play a different game that has the payoff matrix below, where y > 0. For what values of y do both players have a dominant strategy? Solve for all the Nash equilibria in these cases. Laurel D1 D2 cal ela 14 Gs a,",multiple_choice,,,587,0.0
1,"1. Write your Student # under ""ID. Number"" on the Answer Sheet and fill in the appropriate rectangle below each number. See example below.",other,,,138,
2,"2. Print your Last Name followed by first name in the appropriate space, and fill in the appropriate rectangle under each letter. (If your name is too long to fit in the spaces provided, please enter as many letters as you can.) See example below.",other,,,247,
3,"3. Under ""Test Form"", fill in ""A"". See example below. LD.NUMBER. [Sau TS | 4 OH Od @ Se : et) 3 POSBEHD ; @)! fe a IN THIS AREA | GEORGRGEG) JAG) iG) 6 @) ag EXAM fa aBaD Of fa) : NUMBER ROP OROW ORO OMG) ; : iit ayo LAST NAME FIRST NAME CODERS oe 3) £3) | BAD ADAD OWA HRELR OHH) DH) oea6) (ORG MCE OMG) ONG ONC] ONO) pepe oR Be (Ghono CO GOO SB OC OROLO SES ig i) @) oose 00 00 ORO 00 © ee ayy ID ©9O SESH OC OS® Oe 26 GE eG (SEG) LORORO)) HOOSCOHHOEOD ORG OE OHH FH) If SSHCHSH OB OKDGCREOGae Ss |e | HORE ORHDADORAORORaB! If O.8-06 0D 0.09 OES 0D 90 0n| Ios |_| Part A (MULTIPLE CHOICE): Answer ALL the following questions. Choose the one alternative that best completes the statement or answers the question. 1) The country of Old Jersey produces milk and butter, and it has published the following macroeconomic data, where quantities are in gallons and prices are dollars per gallon: 2000 2001 Good - Quantity Price Quantity Price Milk 500 $2 900 $3 Butter - 2000 $1 3000 $2 What is the growth rate of real GDP between 2000 and 2001?",multiple_choice,1.0,,15609,80.0
3,"3. Under ""Test Form"", fill in ""A"". See example below. TEST aE NUMBER cou 10023456) Al D @BODOMO e| SHHOD000 | DOD OMeDO IN THIS AREA | HOO OBA DBOVBOBOD (SHOR OROE ROR OKG) 00 a) i) @ LAST NAME FIRST NAME |mmcove} |onaye) Gojoe | || | | Biagisvel | | | | Ilee BOHGOCERCHOHOBO HGOSHBSROH) BH IOsoH9 HOHOHOROHDOBORXOHOROR) BB 1D ODORODODODOQVOH EHD Part A (MULTIPLE CHOICE): Answer ALL the following questions. Choose the one alternative that best completes the statement or answers the question. 1) The A company collects bushels of wild berries, which it sells for $2 million to the B company to be made into jam. The B company's wild berry jam is sold for a total of $6 million. What is the total contribution to the country's GDP from companies A and B?",multiple_choice,1.0,,13251,81.0
3,"3. Under ""Test Form"", fill in ""A"". See example below. ae NUMBER ean | Oe _F BOvORO) 6. ) OM AHOA pop peop ol 1} Lo) aa INTHIS AREA | 5909090 | iG GhG GROMOPGE | EXAM (aaa) Oeu) Oma) mG) NUMBER GEOL ORO} ORGEG CROVOMOKOMOV ORO) j ORORG ay oka LAST NAME FIRST NAME. ECODE) Ione a 9) & Cipovwe | || || Bagsivel | | | | iileos DAW AO HD OD OWAEESHOH OR Si Ha5) DOOOOLOHOCHOOOROOCOOOO) Poi moe MO OSSVDOODOVDODORDOO ODO] O",multiple_choice,0.5,,8772,81.0
500,"500. (Note: please round your answers to the nearest three decimal places for all parts of this question.) b) Find the real income elasticity of money demand at the equilibrium level of money balances found in part a). Explain what it means. 8 of 10 ¢) The rate of inflation in this economy is defined as the growth rate of the nominal money supply minus an adjustment for the growth rate of real money demand arising from growth in the real output: AM AY : Ta Nyy Inflation Suppose the central bank has a target inflation rate of 2%, real output growth is 8%, and the income elasticity of real money demand equals the value found in part b). What actions could the central bank take to attain this objective? d) Does the quantity theory of money hold in this economy; that is does MV= PY? State your reason by considering the new levels of nominal money supply, real output, and price using the growth rates from part ¢). B.3 Closed economy JS-LM-FE model (20 marks) The following represents the key equations of a closed economy C4 = 144 0.75(Y -T) - 80r Desired consumption I* =18-60r Desired investment Y=C4+17+G Equilibrium in the goods market M/P=7+0.5(Y -T) -140(r) Real money supply is equal to demand In the above, Y is real output, 7 is total taxes, G is government spending, r is the real interest rate and P is the price level. Note that 2° = 0, so that the nominal rate of interest is equal to the real rate and that the central bank controls the nominal money supply (14). As well, note that the sum of the interest rate coefficients on desired consumption and investment is equal to that of money demand, a feature that will simplify your calculations of the aggregate demand curve. a) Derive both the JS and LM curves for this economy, with r on the left-hand side as well as the AD curve, also with Y on the left-hand side. Note that, different for the classroom version, the demand for money is related to affer-tax income. Looking at the JS and LM curves, discuss (no calculations required) what would happen to each curve if the level of taxation were to fall? Briefly explain why. b) You are given the following information: the nominal money supply is 40; the price level is 1, the level of taxation is 20; and the government has a budgetary surplus of 5. Based on this, find the level of full-employment output (Y) and then the real rate of interest (7). 9 of 10 c) With an election pending, the government is coming under pressure to do something about its surplus. One group wants the level of taxation to be reduced to the level of government spending, while the other wants government spending to be raised to match current levels of taxation. Based on your aggregate demand curve, calculate the short-run effect of each policy on GDP and the real rate of interest. What happens to interest rates in each case and why? You are to assume that the nominal money supply stays constant at 40. d) As prime minister, you have to make a decision. Using your answers from part ¢, suppose that a significant proportion of the population is young and they are worried about overall demand conditions, in other works, employment prospects. On the other hand, there is an older group that wants less government spending, with minimal effects on interest rates. Both groups are happy to have a balanced budget in place. Based on your model, which alternative appeals to each group. B.4 The open economy JS-LM-FE model (20 marks) The following represents the key equations of an open economy: c4 =2+0.80Y - 80r"" Desired consumption 14 = 13-60r"" Desired investment NX4 =12-0.1Y -2e Desired net exports Y=C4+1*+G6+4NX4 Equilibrium in the goods market M/P=12+0.5Y -140r"" Real money supply is equal to demand € = €nomP /Pror Real exchange rate As in Question B.3, you will notice that the sum of the interest rate coefficients on desired consumption and investment is equal to that on money demand, a feature that will simplify your calculations. For simplicity, taxation is zero - one less thing to worry about. a) Use the above model to find equations for the JS and LM curves, with ron the left-hand side in each case. Now use these two relationships to derive the aggregate demand curve, first with Y on the left-hand side and then with P on the left-hand side. b) You are given the following values for key variables: government spending (G) is 10; the real money supply (//P) is 50; and the real exchange rate (e) is 1.5. Find the level of output, the world real rate of interest (r"") and the trade balance (NX). Assuming that the level of output you found is the economy's equilibrium level and given that M = 50, find the equilibrium price level. Finally suppose that the price level in the foreign country (Pror) is 0.6; what is the level of the nominal exchange rate (€nom)? 10 of 10 c) Assume that the exchange rate is flexible and that the central bank, worried about the high level of prices compared with the foreign country, decides to lower the level of the money supply (M) from 50 to 48. Find the short-run effect on the level of output (Y), the real and nominal exchange rate (e and énom) and net exports (NX) and then the long-run effect of this policy on these variables. [Hint: To find the short-run effect on output, use the LM curve and then proceed to the JS curve to find the short-run level of the real exchange rate, e. To find the long-run effect on the domestic price level use the definition of the real exchange rate.] d) Suppose that the government decides to fix the exchange rate at the nominal value that you found in part b). Note that this assumption implies that the initial real exchange rate is as above, 1.5. The government still wishes to have a lower price level for competitive reasons but, with fixed exchange rates, they cannot use monetary policy. Based on advice from this class, they decide instead to cut government spending from 10 to 9. Use the IS curve that you found in part b) to find the short-run level of output, remembering that e is unchanged. From class, you know that the economy will return to its long-run equilibrium level of output but with a lower level of G and with implications for net exports. Use the net export equation to find the new level of the real exchange rate. Note you will need to find the new level of the trade balance. Finally, based on the definition of the real exchange rate, find the new price level. Comparing the two systems (fixed and flexible exchange rates), which saw the largest fall in the price level?",multiple_choice,0.5,,6510,0.0
1,1. The business cycle describes the,multiple_choice,,,347,4.0
2,2. John Maynard Keynes disagreed with the classical economists because he assumed that,multiple_choice,,,344,4.0
3,3. Intermediate goods are,multiple_choice,,,656,8.0
5,5. An increase in expected future output while holding today's output constant would,multiple_choice,,,396,4.0
6,"6. If a Canadian firm buys stereos from a Japanese firm and the Japanese firm uses the dollars it gets to buy Canadian Treasury bonds, what items are recorded in the Canadian balance of payments accounts?",multiple_choice,,,433,4.0
7,7. The elasticity of output with respect to capital,multiple_choice,,,330,4.0
8,8. Suppose you read in the paper that the Central Bank of Canada plans to expand the money supply. The Central Bank is most likely to do this by,multiple_choice,,,359,4.0
9,9. The low point in the business cycle is referred to as the,multiple_choice,,,116,4.0
10,"10. You have just read that the Bank of Canada has increased the money supply to avoid a recession. For a given price level, you would expect the LM curve to",multiple_choice,,,337,4.0
11,11. Suppose the French franc rises against the British pound but falls against the German mark. What happens to the prices of goods imported into France?,multiple_choice,,,379,4.0
